Horodateur,Question sur la nationalité // Question about nationality,Question sur le diplôme d'études secondaires suisse // Question about the high school diploma,"Conséquences - Si les taxes d’études devaient augmenter, devrais-tu travailler à côté des études ? // If tuition fees were to increase, would you need to work alongside your studies? ",Niveau d’augmentation - Serais-tu venu·e à l'EPFL si les taxes d'étude étaient 3 fois plus grandes ? // Would you have come to EPFL if tuition fees were 3 times bigger? ,Niveau d’augmentation - A partir de quel facteur d’augmentation est-ce qu’une augmentation des taxes d’études aurait un impact sur ton mode de vie ? // From what factor of increase would a rise in tuition fees impact your lifestyle? ,Opinion - Est-ce que tu es d'accord avec la proposition de triplement des taxes d'étude pour les étudiant·e·s étranger·ère·s ? // Do you agree with the proposal to triple the tuition fees for international students?,Remarques sur la proposition // Remarks on the proposition,Remarques diverses // Misc remarks
29/05/2024 10:20:26,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,4,4,,
29/05/2024 10:20:42,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 10:21:03,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 10:21:21,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 10:21:25,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,4,3,1,,
29/05/2024 10:21:30,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,4,3,1,,
29/05/2024 10:21:36,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,2,1,,
29/05/2024 10:21:37,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,2,1,,
29/05/2024 10:21:44,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,2,1,,
29/05/2024 10:21:46,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Non,3,1,2,,
29/05/2024 10:21:49,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:21:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:21:58,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,"Le coût élevé de la vie en Suisse par rapport à la plupart des autres pays (Européens où non) est déjà pour moi un frein à l'arrivée de nombreux talents en Suisse, et seul des familles relativement aisées peuvent envoyer leurs enfants étudier ici depuis un pays étranger, et/ou oblige les étudiants à travailler à côté, ce qui n'est pas forcément compatible au début des études (1ère année) et peut limiter les chances de réussites. Tripler la taxe d'étude ne ferait qu'accentuer ce phénomène et ces inégalités selon moi, réservant l'EPFL à une élite sociale, ce qui me semble incompatible avec les différentes valeurs promues par l'EPFL dans ses campagnes.",
29/05/2024 10:22:05,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,"Life in Switzerland is already very very expensive. The rent expenses on their own were a very tough hit for my family. I even know people that had to ask for a loan to the bank because they could not afford the expenses of Swiss life.
An increase in tuition fees would be devastating and would require me to work during my studies. This is not a bad thing, but it would take away a lot of energies that I like to dedicate to studying at the moment. ",
29/05/2024 10:22:22,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,3,1,"Although I am lucky enough not to have to worry about studying and working at the same time, I am around people that do and it is unacceptable. The schools cannot possibly consider being as competitve and expect their students to excel if most of those whose parents do not benefit from a swiss salary have to become ‘part-time students’. Socio-Economic discrimination should not be supported by universities. Adding academic restrictions for the entry of all student is much more acceptable than forcing the bright minds that want to integrate the EPFs to ‘settle’ for low level education; this is definitively a debate from 50 years ago, ",
29/05/2024 10:22:40,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 10:22:49,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,3,2,3,,
29/05/2024 10:22:52,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,2,2,1,"Je trouve dommage que le Parlement ne privilégie pas plutôt d’amménager le campus pour pouvoir acceuillir tout le monde avec assez de place. A mon avis c’est là qu’il faudrait faire des changements au lieu de priver des gens d’étudier ce qui les intéresse. Rien que de passer devant l’énorme bâtiment de la RTS ça déprime, je comprends pas pourquoi ils ont pas fait des auditoires/labos à la place :(",
29/05/2024 10:22:59,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,4,4,,
29/05/2024 10:23:06,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,5,5,,
29/05/2024 10:23:23,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,,1,,
29/05/2024 10:23:42,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,,,5,,
29/05/2024 10:23:42,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,1,1,,
29/05/2024 10:23:48,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
29/05/2024 10:23:59,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,4,2,1,,
29/05/2024 10:24:03,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,2,2,2,"I feel it would be completely unfair to raise taxes for everyone, as it would only increase the gap of education between the richs and the poors. I agree there are too much students, but even raising it only for all international students would be unfair. As a swiss, most international students that I knew which failed were very wealthy and, imo, should not have had access to EPFL. In contrary, I had international friends which were barely surviving, but who were truly brilliant. The criteria for someone to be able to join EPFL should never be about money, as it would only increase the societal differences (even tho we can see quite easily that EPFL does not truly care about these HUM). I feel like grades are not an excellent way to judge peoples potential, but at this point anything is better than their wealth. By the way, I have two part time jobs aside from my studies to pay for everything I need, even thought I have the huge luck of still being able to live with my parents. An increase of taxes would ruin me.",
29/05/2024 10:24:16,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,1,1,,
29/05/2024 10:24:19,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,2,1,,
29/05/2024 10:24:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 10:24:38,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,1,,
29/05/2024 10:25:10,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,3,1,,
29/05/2024 10:25:13,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,2,5,"Switzerland already has low tuition fees and entry barriers.
Other countries charge more for Swiss/foreign students as well.

Instead of an increase, it could be a tax credit, so that the students could get the money back if they stay in Switzerland after graduation. This way, they would return some value by paying taxes.

Different agreements with other countries to then lower fees for students of the two countries after the increase, so it goes both ways.",
29/05/2024 10:25:13,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,3,2,,
29/05/2024 10:25:22,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,5,1,"Je trouve que le fait que à l’EPFL, il est possible d’avoir une education de très haut niveau avec un prix pas très élevé permet d’attirer des talents internationaux et ça fait la différence face à d’autres universités de haut niveaux avec une taxe d’étude plus élevé.",
29/05/2024 10:25:23,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,,3,,1,,
29/05/2024 10:25:25,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,5,1,,
29/05/2024 10:25:25,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,4,1,,
29/05/2024 10:25:30,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,2,1,,
29/05/2024 10:25:37,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,3,5,5,,
29/05/2024 10:25:45,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,2,1,,
29/05/2024 10:26:05,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,5,1,,
29/05/2024 10:26:20,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,5,1,EPFL met en avant sa globalité grâce à un taux d'étrangers supérieur à 50% Et c'est un des points forts qui lui permet d'avoir une place à l'international de plus en plus forte ... Je ne vois pas pourquoi maintenant que grâce à ce rayonnement international elle a bcp d'étudiants étrangers qui y viennent pourquoi elle veut maintenant les limiter. Déjà que la vie en Suisse est entraînement chère pour bcp de non Suisse donc rajouter des frais de scolarité plus élevés à tous les autres dépenses ca va rendre le choix de epfl de plus en plus dur !,Non à +++Fees 
29/05/2024 10:26:27,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,2,1,1,,
29/05/2024 10:26:34,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,4,1,,
29/05/2024 10:26:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 10:26:40,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 10:26:42,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,"Ayant un parent qui travaille en Suisse, nous payons déjà des impôts en Suisse, je ne vois pas pourquoi je serais concerné par cette augmentation. De plus, la vie en Suisse est déjà cher, le logement, la nourriture et une augmentation m'obligerait à faire un prêt pour continuer mes études à l'EPFL.",
29/05/2024 10:26:43,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,,,,
29/05/2024 10:27:11,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Non,5,5,5,,
29/05/2024 10:27:16,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,,3,,
29/05/2024 10:27:23,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,,1,,
29/05/2024 10:27:29,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,4,4,1,Le positionnement de l’AGEPOLY me semble très juste. ,
29/05/2024 10:27:47,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,3,2,,
29/05/2024 10:27:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,,
29/05/2024 10:27:53,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,5,2,1,,"Les étudiants étrangers rapportent déjà de l'argent sur le marché suisse de manière ""passive"" et ""subissent"" le pouvoir d'achat suisse. Augmentez la taxe d'étude reviendrait directement à limiter le nombre d'étudiants étrangers en établissant un système oligarchique."
29/05/2024 10:27:55,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,3,1,"Je me pense qu'augmenter les taxes d'études empêcherait certains étudiants en difficulté de faire leurs études à l'EPFL, et donc l'EPFL perdrait certainement quelques ""perles rares"" juste en triant les étudiants par leur moyens financiers, ce qui n'était à l'origine pas son but: une éducation accessible et pas de tri sur les moyens financiers.",
29/05/2024 10:28:01,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,2,1,,
29/05/2024 10:28:09,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,4,1,"D'ici la rentree 2024, l'epfl vas se rendre plus difficilement accessible car pour les etrangers il faudra avoir une moyenne de 17/20 et un min. De 16/20 en math et en physique. Je trouve ça excessif qu'en plus ils augementent la taxe etudiante pour les etrangers en sachant que les notes votn faire un tri énorme. ",
29/05/2024 10:28:09,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,4,5,"En effet pour certaines personnes l'EPFL est une offre beaucoup trop accessibles.
Les étrangers payent moins cher leurs études à l'EPFL (logement compris) que dans les universités de même renommée.
De plus pour la plupart, ils ne payent pas d'impôt en Suisse et n'en payeront jamais, ce qui à terme oblige les Suisses à payer plus cher leurs contribution aux études que les étudiants venant d'autres pays.
Cela reste mon avis...",
29/05/2024 10:28:24,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 10:28:30,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,2,3,4,,
29/05/2024 10:28:34,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,5,3,1,"Even though tuition at federal institutions like EPFL are relatively affordable compared to other countries, international students are already enduring the high cost of living in Switzerland, and increasing tuition means closing the door for talented prospective students with limited financial resource, who can later contribute to Swiss economy. The diverse demography of EPFL is partly supported by the current rate of tuition, and I strongly oppose the initiative to increase it.",
29/05/2024 10:29:01,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,,5,,
29/05/2024 10:29:07,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,3,1,,
29/05/2024 10:29:23,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:30:04,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,,1,"Je pense que si la Suisse veut limiter le nombre d'étudiants étrangers, elle pourrait le faire par un moyen différent du moyen financier. Elle pourrait augmenter les exigences académiques envers les étudiants étrangers, par exemple. Cela permettrait de limiter le nombre d'étudiants, tout en donnant l'accessibilité à ceux qui méritent et sont capables d'une éducation de haut niveau. ",
29/05/2024 10:30:18,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:30:19,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,4,1,,
29/05/2024 10:30:42,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:30:52,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,,2,,
29/05/2024 10:30:55,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,4,2,"Je comprends l'augmentation des taxes d'études, mais tripler c'est énorme ! ",
29/05/2024 10:31:01,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,3,2,1,,
29/05/2024 10:31:33,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,3,3,2,,
29/05/2024 10:31:38,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,Je trouve honteux qu'ils continuent à taper sur les étrangers pour eviter que les personnes viennent. Le but de l'epfl en tout cas c'est d'être un lieu de recherche. Bloquer la présence de personnes pour des raisons purement financières n'est pas acceptable !!!,L'agepoly devrait être aidé par la direction de l'EPFL également ! 
29/05/2024 10:31:47,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,4,1,"Je trouve ça très inégal d’augmenter le coût des études à ce point car ça empêche beaucoup de personnes compétentes d’accéder aux études qu’ils méritent, l’epfl perdrait une de ses plus grandes valeurs, de permettre l’éducation au plus grand nombre. Déjà que le coût de la vie en suisse est très élevé pour les étrangers, ce serait encore pire avec l’école à environ 4000 CHF l’année. Cependant de comprend quand même le fait que l’état préfère garder son argent pour ses citoyens mais c’est dommage de punir certaines personnes ainsi que le monde de l’ingénierie qui perdrait des potentiels futur piliers.",
29/05/2024 10:31:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,"Ce serait vraiment triste, surtout pour tous ceux qui sont venus à l'EPFL dans la perspective d'un master, parce que c'est une des rares écoles en Europe qui ait un classement international excellemment bon mais qui reste abordable même pour les enfants de familles aux revenus modestes (Contrairement aux universités anglaises où faut être trèèès à l'aise financièrement pour pouvoir s'y inscrire, surtout sans être anglais). Pour tous ceux qui sont en train de faire leur bachelor, souvent le but était de faciliter une admission au master, et si tout à coup on triple les taxes et ils ne peuvent plus se permettre de s'inscrire à un master à l'EPFL, meme en ayant fait exprès leur bachelor surplace, ce serait vraiment triste je trouve. "
29/05/2024 10:32:36,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,1,1,,
29/05/2024 10:32:37,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,,1,,
29/05/2024 10:33:01,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
29/05/2024 10:33:05,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,4,,
29/05/2024 10:33:20,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,,4,"L'EPFL est une université publique financée par l'état. Il me semble raisonnable que les étrangers participent plus activement au financement avec la taxe différenciée, c'est d'ailleurs mis en place dans bien d'autres universités publiques. Cependant, je ne sais pas si le facteur d'augmentation est adapté.
Je note que le prix de la vie est déjà cher donc une augmentation des frais d'écolage n'est pas vraiment un nouveau filtre social.","La question sur le travail à côté des études est confuse pour les personnes suisses, j'ai répondu non dans l'idée que si l'augmentation passait pour les étrangers je ne devrais pas travailler à côté des études.

Pareil pour le facteur d'augmentation : 1 = +100% ou *1 ?"
29/05/2024 10:33:25,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,2,1,,
29/05/2024 10:33:51,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,4,4,,
29/05/2024 10:34:01,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,2,1,,
29/05/2024 10:34:28,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 10:34:37,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 10:34:39,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,,
29/05/2024 10:34:48,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,3,1,,
29/05/2024 10:34:54,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,1,1,,
29/05/2024 10:35:07,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,,,5,"Le financement de la confédération que reçoit l'EPFL vient directement des impôts des habitants suisses. Je trouve donc logique que les gens qui payent déjà leurs imôts en suisse aient un rabais sur le prix de leurs études comparés à ceux qui viennent d'ailleurs et qui ne paient pas les impôts en suisse. De plus, même s'ils triplent le prix, les études à l'EPFL resteraient beaucoup moins chères que dans la plupart des unis dans le monde.",
29/05/2024 10:35:12,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,1,1,,
29/05/2024 10:35:16,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,"Je ne trouve pas normal que les impôts des suisses doivent payer les études de tous les étudiants qui viennent de l’étranger. De plus, le prix actuel est faible par rapport : au reste du monde et au niveau d’étude qu’on reçoit.",
